FrageSubjekt;AntwortSubjekt;InfoUrlFrage;InfoUrlAntwort
Markus Kolke;25;file:///K:/QT-Projekte/build-memorypackagesbuilder-Python_Name_f8bcc1-Debug/exercisepackages/Werder%20Bremen%20Team_25_26/Markus%20Kolke.html;
